_id,eventName,startDateTime,endDateTime,eventDescription,recurring,location
ObjectID(535119a9775923060c000006),"Coached CrossFit WOD",2014-01-08T23:30:00Z,2014-01-09T10:30:00Z,"Coached CrossFit WOD","Weekly","1090 S Milpitas Blvd. Milpitas CA"
