Id,Facility_id,Class_name,Dow,Start_hour,Start_minute,Start_am_pm,End_hour,End_minute,End_am_pm
1,1,test1,1,1,0,PM,2,0,PM
2,1,test2,1,3,0,AM,4,0,AM
3,1,test5,1,5,0,PM,6,0,PM
4,1,test4,2,4,0,PM,5,0,PM
6,3,test wod,1,2,0,PM,3,0,PM
7,4,spin shelia,1,1,0,AM,2,0,AM
8,4,spin - jeff,2,2,0,PM,3,0,PM
9,8,WOD,1,5,0,AM,8,0,AM
10,8,Open Gym,1,8,0,AM,9,0,AM
11,8,WOD,1,9,0,AM,11,0,AM
12,8,Open Gym,1,11,0,AM,4,0,PM
13,8,WOD,1,4,0,PM,7,0,PM
14,8,WOD,2,5,0,AM,7,0,AM
15,8,Open Gym,2,8,0,AM,9,0,AM
16,8,WOD,2,9,0,AM,11,0,AM
17,8,Open Gym,2,11,0,AM,4,0,PM
18,8,WOD,2,4,0,PM,8,0,PM
19,8,WOD,3,5,0,AM,8,0,AM
20,8, Open Gym,3,8,0,AM,9,0,AM
21,8,WOD,3,9,0,AM,11,0,AM
22,8,Open Gym,3,11,0,AM,4,0,PM
23,8,WOD,3,4,0,PM,8,0,PM
25,8,Open Gym,4,8,0,AM,9,0,AM
26,8,WOD,4,5,0,AM,7,0,AM
27,8,WOD,4,9,0,AM,11,0,AM
28,8,Open Gym,4,11,0,AM,4,0,PM
29,8,WOD,4,4,0,PM,8,0,PM
30,8,WOD,5,5,0,AM,8,0,AM
31,8,Open Gym,5,8,0,AM,9,0,AM
32,8,WOD,5,9,0,AM,11,0,AM
33,8,Open Gym,5,11,0,AM,4,0,PM
34,8,WOD,5,4,0,PM,8,0,PM
36,8,WOD,6,9,0,AM,10,0,AM
37,8,Open Gym,6,7,0,AM,8,0,AM
38,8,YOG,6,10,0,AM,11,0,AM
39,9,Crossfit,1,5,30,AM,6,30,AM
40,9,Crossfit,1,8,30,AM,9,0,AM
41,9,Crossfit,1,12,30,PM,8,0,PM
42,9,Crossfit,2,5,30,AM,6,30,AM
43,9,on-ramp,2,6,30,AM,7,0,AM
44,9,Crossfit,2,12,30,PM,7,0,PM
45,9,on-ramp,2,7,0,PM,8,0,PM
46,9,Crossfit,3,5,30,AM,7,0,AM
47,9,Crossfit,3,8,30,AM,9,0,AM
48,9,Crossfit,3,12,30,PM,8,0,PM
49,9,Crossfit,4,5,30,AM,6,30,AM
50,9,on-ramp,4,6,30,AM,7,0,AM
51,9,Crossfit,4,12,30,PM,7,0,PM
52,9,on-ramp,4,7,0,PM,8,0,PM
53,9,Crossfit,5,5,30,AM,7,0,AM
54,9,Crossfit,5,12,30,PM,7,0,PM
55,9,Crossfit/on-ramp,6,7,0,AM,8,0,AM
56,9,Crossfit,6,8,0,AM,8,30,AM
57,9,Crossfit,6,9,0,AM,11,0,AM
58,15,Cf unlimited,1,5,0,AM,11,15,AM
59,15,Cf endurance,1,12,15,PM,1,15,PM
60,16,basic barbell and strong man ,1,4,0,PM,5,0,PM
61,16,basic barbell and strong man ,3,4,0,PM,5,0,PM
62,16,basic barbell and strong man ,5,4,0,PM,5,0,PM
63,16,womens only strength class,6,9,0,AM,10,0,AM
64,16,OnRamp,1,7,0,PM,8,0,PM
65,16,OnRamp,3,7,0,PM,8,0,PM
66,16,OnRamp,5,7,0,PM,8,0,PM
67,16,Open Gym,1,2,0,PM,3,0,PM
68,16,Open Gym,2,2,0,PM,8,0,PM
69,16,Open Gym,3,2,0,PM,8,0,PM
70,16,Open Gym,4,2,0,PM,8,0,PM
71,16,Open Gym,5,2,0,PM,8,0,PM
72,16,Open Gym,6,2,0,PM,8,0,PM
73,16,Open Gym,0,2,0,PM,8,0,PM
74,18,WOD,1,6,0,AM,10,0,AM
75,18,Open Gym,1,10,0,AM,11,0,AM
76,18,WOD,1,4,0,PM,8,0,PM
77,18,WOD,2,6,0,AM,10,0,AM
78,18,Open Gym,2,10,0,AM,11,0,AM
79,18,WOD,2,4,0,PM,8,0,PM
80,18,WOD,3,6,0,AM,10,0,AM
81,18,Open Gym,3,10,0,AM,11,0,AM
82,18,WOD,3,4,0,PM,8,0,PM
83,18,WOD,4,6,0,AM,10,0,AM
84,18,Open Gym,4,10,0,AM,11,0,AM
86,18,WOD,4,4,0,PM,8,0,PM
87,18,WOD,5,6,0,AM,10,0,AM
88,18,Open Gym,5,10,0,AM,11,0,AM
89,18,WOD,5,4,0,PM,7,0,PM
90,18,WOD,6,9,0,AM,10,0,AM
91,18,Open Gym,6,10,0,AM,11,0,AM
92,15,"Unlimited, endurance, preschool, kids",1,5,0,PM,6,0,PM
93,15,"Unlimited, teens",1,6,0,PM,7,0,PM
94,15,Unlimited,2,5,0,AM,6,0,PM
95,15,Basic,2,6,0,PM,7,0,PM
96,15,Unlimited,3,5,0,AM,11,15,AM
98,15,Endurance,3,12,15,PM,1,15,PM
99,15,"Unlimited, endurance, kids",3,5,0,PM,6,0,PM
100,15,"Unlimited, teens",3,6,0,PM,7,0,PM
101,15,Unlimited,4,5,0,AM,6,0,PM
102,15,Basic,4,6,0,PM,7,0,PM
103,15,Unlimited,5,5,0,AM,6,0,PM
104,15,"Basic, teen",5,6,0,PM,7,0,PM
105,20,Crossfit,1,6,0,AM,7,0,AM
107,21,Summer Yoga,4,7,30,AM,10,0,AM
108,22,Daily,0,9,0,AM,10,0,AM
110,33,“Last Man Standing”,3,8,0,AM,8,15,AM
111,36,CrossFit Class,1,6,0,AM,7,0,AM
112,36,CrossFit Class,2,5,0,PM,6,0,PM
113,36,CrossFit Class,3,6,0,AM,7,0,AM
115,36,CrossFit Class,4,6,0,AM,7,0,AM
116,36,CrossFit Class,5,6,0,AM,7,0,AM
117,36,CrossFit Class,6,8,0,AM,9,0,AM
124,40,CrossFit Class,1,6,0,AM,7,0,AM
125,40,CrossFit Class,2,6,0,AM,7,0,AM
126,40,CrossFit Class,3,4,30,PM,5,30,PM
127,40,CrossFit Class,4,4,30,PM,5,30,PM
128,40,CrossFit Class,5,4,30,PM,5,30,PM
129,40,CrossFit Class,6,8,30,AM,9,30,AM
130,41,CrossFit,1,9,0,AM,10,0,AM
131,41,CrossFit,2,6,0,AM,7,0,AM
132,41,CrossFit,3,7,30,AM,8,30,AM
133,41,CrossFit,4,7,30,AM,8,30,AM
134,41,CrossFit,5,9,0,AM,10,0,AM
135,41,CrossFit,6,10,30,AM,11,30,AM
136,42,Class Schedule ,1,6,0,AM,7,0,AM
137,42,Class Schedule,2,6,0,AM,7,0,AM
138,42,Class Schedule,3,6,0,AM,7,0,AM
139,42,Class Schedule,4,6,0,AM,7,0,AM
140,42,Class Schedule,5,6,0,AM,7,0,AM
141,42,Class Schedule-noon classes,1,12,0,PM,1,0,PM
142,42,Class Schedule-noon classes,3,12,0,PM,1,0,PM
143,42,Class Schedule- noon classes ,5,12,0,PM,1,0,PM
144,42,Class Schedule - pm classes,1,5,30,PM,6,30,PM
145,42,Class Schedule - pm classes,2,5,30,PM,6,30,PM
146,42,Class Schedule - pm classes,3,5,30,PM,6,30,PM
147,42,Class Schedule - pm classes,4,5,30,PM,6,30,PM
148,42,Class Schedule - pm classes,5,5,30,PM,6,30,PM
149,42,Olympic Lifting Class,2,7,30,PM,8,30,PM
150,42,Class,6,8,45,AM,9,45,AM
151,34,Class Schedule,1,6,0,AM,7,0,AM
152,34,Class Schedule,1,12,0,PM,1,0,PM
153,34,Class Schedule,1,5,30,PM,6,30,PM
154,34,Class Schedule,2,6,0,AM,7,0,AM
155,34,Class Schedule,2,5,30,PM,6,30,PM
156,34,Class Schedule,2,6,30,PM,7,30,PM
157,34,Class Schedule,3,6,0,AM,7,0,AM
158,34,Class Schedule,3,12,0,PM,1,0,PM
159,34,Class Schedule,3,5,30,PM,6,30,PM
160,34,Class Schedule,4,6,0,AM,7,0,AM
161,34,Class Schedule,4,5,30,PM,6,30,PM
162,34,Class Schedule,4,6,30,PM,7,30,PM
163,34,Class Schedule,5,6,0,AM,7,0,AM
164,34,Class Schedule,5,5,30,PM,6,30,PM
165,34,Class Schedule,6,9,0,AM,10,0,AM
166,35,Class Schedule,1,5,0,AM,6,0,AM
167,35,Class Schedule,1,6,0,AM,7,0,AM
168,35,Class Schedule,1,9,0,AM,10,0,AM
169,35,Class Schedule,1,12,30,PM,1,30,PM
170,35,Class Schedule,1,4,30,PM,5,30,PM
171,35,Class Schedule,1,5,30,PM,6,30,PM
172,35,Class Schedule,1,6,30,PM,7,30,PM
173,35,Class Schedule,2,5,0,AM,6,0,AM
174,35,Class Schedule,2,6,0,AM,7,0,AM
175,35,Class Schedule,2,9,0,AM,10,0,AM
176,35,Class Schedule,2,12,30,PM,1,30,PM
177,35,Class Schedule,2,4,30,PM,5,30,PM
178,35,Class Schedule,2,5,30,PM,6,30,PM
179,35,Class Schedule,2,6,30,PM,7,30,PM
180,35,Class Schedule,3,5,0,AM,6,0,AM
181,35,Class Schedule,3,6,0,AM,7,0,AM
182,35,Class Schedule,3,9,0,AM,10,0,AM
183,35,Class Schedule,3,12,30,PM,1,30,PM
184,35,Class Schedule,3,4,30,PM,5,30,PM
185,35,Class Schedule,3,5,30,PM,6,30,PM
186,35,Class Schedule,3,6,30,PM,7,30,PM
187,35,Class Schedule,4,9,0,AM,10,0,AM
188,35,Class Schedule,4,12,30,PM,1,30,PM
189,35,Class Schedule,4,5,30,PM,6,30,PM
190,35,Class Schedule,5,5,0,AM,6,0,AM
191,35,Class Schedule,5,6,0,AM,7,0,AM
192,35,Class Schedule,5,9,0,AM,10,0,AM
193,35,Class Schedule,5,12,30,PM,1,30,PM
194,35,Class Schedule,5,4,30,PM,5,30,PM
195,35,Class Schedule,5,5,30,PM,6,30,PM
196,35,Class Schedule,6,9,30,AM,10,30,AM
197,35,Class Schedule,6,9,30,AM,10,30,AM
198,33,Class Schedule,1,5,30,AM,6,30,AM
199,33,Class Schedule,1,7,0,AM,8,0,AM
200,33,Class Schedule,1,9,0,AM,10,0,AM
201,33,Class Schedule,1,4,30,PM,5,30,PM
202,43,WOD,1,5,30,AM,9,0,AM
203,43,BootCamp,1,9,0,AM,10,0,AM
204,43,WOD,1,10,0,AM,6,0,PM
205,43,WOD,1,7,0,PM,9,0,PM
206,43,WOD,2,5,30,AM,9,0,AM
207,43,Bootcamp,2,9,0,AM,10,0,AM
208,43,WOD,2,10,0,AM,6,0,PM
209,43,Bootcamp,2,6,0,PM,7,0,PM
210,43,WOD,2,7,0,PM,9,0,PM
211,43,WOD,3,5,30,AM,9,0,AM
212,43,Bootcamp,3,9,0,AM,10,0,AM
213,43,WOD,3,10,0,AM,6,0,PM
214,43,Bootcamp,3,6,0,PM,7,0,PM
215,43,WOD,3,7,0,PM,9,0,PM
216,43,WOD,4,5,30,AM,9,0,AM
217,43,Bootcamp,4,9,0,AM,10,0,AM
218,43,WOD,4,10,0,AM,6,0,PM
219,43,Bootcamp,4,6,0,PM,7,0,PM
220,43,WOD,4,7,0,PM,9,0,PM
221,43,WOD,5,5,30,AM,9,0,AM
222,43,Bootcamp,5,9,0,AM,10,0,AM
223,43,WOD,5,10,0,AM,9,0,PM
224,43,Bootcamp,6,9,0,AM,10,0,AM
225,43,WOD,6,10,0,AM,1,0,PM
226,43,Bootcamp,6,1,0,PM,2,0,PM
227,45,Insane,1,4,45,AM,5,45,AM
228,45,Insane,2,4,45,AM,5,45,AM
229,45,Insane,3,4,45,AM,5,45,AM
230,45,Insane,4,4,45,AM,5,45,AM
231,45,Insane,5,4,45,AM,5,45,AM
232,45,Psycho,1,5,45,AM,6,45,AM
233,45,Psycho,2,5,45,AM,6,45,AM
234,45,Psycho,3,5,45,AM,6,45,AM
235,39,Crossfit Teens,1,2,30,PM,3,30,PM
236,45,Psycho,4,5,45,AM,6,45,AM
237,45,Psycho,5,5,45,AM,6,45,AM
238,45,Disturbed,1,9,0,AM,10,0,AM
239,39,Crossfit Teens,3,2,30,PM,3,30,PM
240,45,Disturbed,2,9,0,AM,10,0,AM
241,39,Crossfit Teens,4,2,30,PM,3,30,PM
242,45,Disturbed,3,9,0,AM,10,0,AM
243,45,Disturbed,4,9,0,AM,10,0,AM
244,39,Crossfit Teens,5,2,30,PM,3,30,PM
245,45,Disturbed,5,9,0,AM,10,0,AM
246,45,Unhinged,1,4,30,PM,5,30,PM
247,45,Unhinged,2,4,30,PM,5,30,PM
248,45,Unhinged,4,4,30,PM,5,30,PM
249,39,Summer WOD Times,0,10,0,AM,12,0,PM
250,45,Lunatics,1,5,30,PM,6,30,PM
251,45,Lunatics,2,5,30,PM,6,30,PM
252,45,Lunatics,3,5,30,PM,6,30,PM
253,45,Lunatics,4,5,30,PM,6,30,PM
254,45,Lunatics,5,5,30,PM,6,30,PM
255,45, Derranged ,1,6,30,PM,7,30,PM
256,45, Derranged ,2,6,30,PM,7,30,PM
257,45, Derranged ,3,6,30,PM,7,30,PM
258,45, Derranged ,4,6,30,PM,7,30,PM
259,45, Derranged ,5,6,30,PM,7,30,PM
261,46,Group WOD,1,5,0,AM,6,30,PM
262,46,Group WOD,2,5,0,AM,6,30,PM
263,46,YOGA,2,7,45,PM,8,45,PM
264,46,Group WOD,3,5,0,AM,6,30,PM
265,46,Group WOD,4,5,0,AM,6,30,PM
266,46,YOGA,4,7,45,PM,8,45,PM
267,46,Group WOD,5,5,0,AM,5,30,PM
268,46,Advanced/Intermediate WOD,6,9,0,AM,10,0,AM
269,46,Intro/Beginner WOD,6,10,0,AM,11,0,AM
271,47,Group WOD,1,5,0,AM,6,0,PM
272,47,Group WOD,2,5,0,AM,6,0,PM
274,47,Group WOD,3,6,0,AM,6,0,PM
275,47,Group WOD,4,5,0,AM,6,0,PM
276,47,Group WOD,5,5,0,AM,6,0,PM
277,47,Group WOD,6,9,0,AM,10,0,AM
278,49,On-Ramp,1,6,30,AM,8,0,PM
279,49,Open Gym,1,10,0,AM,11,0,AM
280,49,WOD,1,6,30,AM,8,0,PM
281,49,Open Gym,2,10,0,AM,11,0,AM
282,49,Open Gym,2,10,0,AM,11,0,AM
283,49,WOD,2,6,30,AM,8,0,PM
284,49,On-Ramp,3,6,30,AM,8,0,PM
285,49,Open Gym,3,10,0,AM,11,0,AM
286,49,WOD,3,6,30,AM,8,0,PM
287,49,Open Gym,4,10,0,AM,11,0,AM
288,49,WOD,4,6,30,AM,8,0,PM
289,49,On-Ramp,5,6,30,AM,7,30,AM
290,49,WOD,5,6,30,AM,6,0,PM
291,49,WOD,6,8,0,AM,9,0,AM
292,50,Group Classes,1,5,15,AM,5,30,PM
293,50,Group Classes,3,5,15,AM,5,30,PM
294,50,Group Classes,5,5,15,AM,5,30,PM
295,50,Group Classes,2,9,0,AM,7,0,PM
296,50,Group Classes,4,9,0,AM,7,0,PM
297,50,Stretching Flexibility Yoga Style,6,8,30,AM,9,30,AM
298,50,CrossFit Kids,1,3,45,PM,4,45,PM
299,50,CrossFit Kids,2,4,0,PM,5,0,PM
300,50,CrossFit Kids,4,4,0,PM,5,0,PM
301,51,CrossFit,1,5,30,AM,10,30,AM
302,51,CrossFit Lite,1,10,30,AM,6,30,PM
303,51,CrossFit Lite,3,10,30,AM,6,0,PM
304,51,CrossFit Lite,5,10,30,AM,6,30,PM
305,51,CrossFit,3,5,30,AM,10,30,AM
306,51,CrossFit,5,5,30,AM,10,30,AM
307,51,CrossFit,1,6,30,PM,7,30,PM
308,51,CrossFit,3,6,30,PM,7,30,PM
309,51,CrossFit,5,6,30,PM,7,30,PM
310,51,CrossFit,2,5,30,AM,10,30,AM
311,51,CrossFit,4,5,30,AM,10,30,AM
312,51,CrossFit,2,6,30,PM,7,30,PM
313,51,CrossFit,4,6,30,PM,7,30,PM
314,51,Open Gym,2,10,30,AM,5,30,PM
315,51,Open Gym,4,10,30,AM,5,30,PM
316,51,CrossFit Lite,4,5,30,PM,6,30,PM
317,51,CrossFit Lite,2,5,30,PM,6,30,PM
318,51,CrossFit/Team Workout,6,9,30,AM,10,30,AM
320,55,WOD 18+,1,5,30,AM,10,0,AM
321,55,TEENS,1,4,15,PM,5,15,PM
322,55,WOD 18+,1,5,30,PM,7,45,PM
323,55,WOD 18+,2,5,30,AM,7,45,AM
324,55,WOD 18+,2,5,30,PM,7,45,PM
325,55,WOD 18+,3,5,30,AM,10,0,AM
326,55,WOD 18+,3,5,30,PM,7,45,PM
327,55,WOD 18+,4,5,30,AM,7,45,AM
328,55,WOD 18+,4,5,30,PM,7,45,PM
329,55,WOD 18+,5,5,30,AM,7,45,AM
330,55,WOD 18+,5,5,30,PM,7,45,PM
331,55,KIDS! ,2,4,45,PM,5,30,PM
332,55,KIDS! ,4,4,45,PM,5,30,PM
333,55,TEENS!,3,4,15,PM,5,15,PM
334,55,Advanced WOD**,6,8,0,AM,9,0,AM
335,55,FREE outdoor WOD**,6,10,0,AM,11,0,AM
336,55,OPEN GYM**,0,9,0,AM,10,0,AM
337,66,Regular Group Workout Class,1,5,30,AM,7,30,PM
338,66,Regular Group Workout Class,2,6,30,AM,7,30,PM
339,66,Regular Group Workout Class,3,5,30,AM,7,30,PM
340,66,Regular Group Workout Class,4,6,30,AM,6,15,PM
341,66,Regular Group Workout Class,5,5,30,AM,6,15,PM
342,66,Regular Group Workout Class,6,9,30,AM,10,45,AM
343,66,ON-RAMP ,4,7,30,PM,8,0,PM
344,66,ON-RAMP ,5,7,30,PM,8,30,PM
345,66,ON-RAMP ,6,12,0,PM,1,0,PM
346,69,Level I/II CrossFi,1,6,0,AM,7,0,AM
347,69,OPEN GYM,1,4,30,PM,5,30,PM
348,69,Level II CrossFit,1,5,30,PM,6,30,PM
349,69,Level I CrossFit,1,6,45,PM,7,45,PM
350,69,Level I/II CrossFit,2,6,0,AM,1,0,PM
351,69,Level II CrossFit,2,5,30,PM,6,30,PM
352,69,Level I CrossFit,2,6,45,PM,7,45,PM
353,69,Level I/II CrossFit,3,6,0,AM,7,0,AM
354,69,OPEN GYM,3,4,30,PM,5,30,PM
355,69,Level II CrossFit,3,5,30,PM,6,30,PM
356,69,Level I CrossFit,3,6,45,PM,7,45,PM
357,69,ON-RAMP PROGRAM,3,7,45,PM,8,45,PM
358,69,Level I/II CrossFit,4,6,0,AM,1,0,PM
359,69,Level II CrossFi,4,5,30,PM,6,30,PM
360,69,Level I CrossFit,4,6,45,PM,7,45,PM
361,69,Level I/II CrossFit,5,6,0,AM,7,0,AM
362,69,OPEN GYM,5,4,30,PM,5,30,PM
363,69,Level I/II CrossFit,5,5,30,PM,6,30,PM
364,69,ON-RAMP PROGRAM,6,8,0,AM,9,0,AM
365,69,Level I/II CrossFit,6,9,0,AM,10,0,AM
366,71,Level I/II CrossFit,1,12,0,PM,1,0,PM
367,71,Level II CrossFit,1,5,30,PM,6,30,PM
368,71,Level I CrossFit,1,6,45,PM,7,45,PM
369,71,Level II CrossFit,2,5,30,PM,6,30,PM
370,71,Level I CrossFit,2,6,45,PM,7,45,PM
371,71,Level I/II CrossFit,3,12,0,PM,1,0,PM
372,71,Level II CrossFit,3,5,30,PM,6,30,PM
373,71,Level 1 CrossFit,3,6,45,PM,7,45,PM
374,71,Level II CrossFit,4,5,30,PM,6,30,PM
375,71,Level I CrossFit,4,6,45,PM,7,45,PM
376,71,Level I/II CrossFit,5,12,0,PM,1,0,PM
377,71,OPEN GYM,5,5,0,PM,6,0,PM
378,71,Level I/II CrossFit,5,6,0,PM,7,0,PM
379,71,Level I/II CrossFit,6,9,30,AM,10,30,AM
380,72,WOD,0,9,0,AM,2,0,PM
381,72,WOD,1,5,0,AM,8,0,PM
382,72,WOD,2,5,0,AM,8,0,PM
383,72,WOD,3,5,0,AM,8,0,PM
384,72,WOD,4,5,0,AM,8,0,PM
385,72,WOD,5,5,0,AM,6,45,PM
386,72,WOD,6,11,0,AM,2,0,PM
387,73,Unlimited,1,8,0,AM,11,0,AM
388,73,Unlimited,1,4,30,PM,7,30,PM
389,73,Private,1,11,0,AM,12,0,PM
390,73,Unlimited,2,8,30,AM,9,30,AM
391,73,Unlimited,2,10,30,AM,11,30,AM
392,73,Unlimited,2,4,30,PM,6,30,PM
393,73,ON RAMP:ON RAMP,2,9,30,AM,10,30,AM
394,73,Private,2,11,30,AM,12,30,PM
395,73,Unlimited,3,8,0,AM,11,0,AM
396,73,Unlimited,3,4,30,PM,6,30,PM
397,73,Private,3,11,0,AM,12,0,PM
398,73,ON RAMP,4,9,30,AM,10,30,AM
399,73,Unlimited,4,10,30,AM,6,30,PM
400,73,CrossFit SoCal Regionals - San Diego	,5,1,0,PM,2,0,PM
401,73,CrossFit SoCal Regionals - San Diego	,6,1,0,PM,2,0,PM
402,78,Open Gym,6,10,0,AM,11,0,AM
403,78,Classes,1,5,45,AM,6,30,PM
404,78,Classes,2,5,45,AM,6,30,PM
405,78,Classes,3,5,45,AM,6,30,PM
406,78,Classes,4,5,45,AM,6,30,PM
407,78,Classes,5,5,45,AM,6,30,PM
408,78,Ramp-Up,1,7,30,PM,9,0,PM
409,78,Ramp-Up,2,7,30,PM,9,0,PM
410,78,Ramp-Up,3,7,30,PM,9,0,PM
411,79,CF Class,1,5,30,AM,6,0,PM
412,79,CF Class,2,6,30,AM,6,0,PM
413,79,CF Class,3,5,30,AM,6,0,PM
414,79,CF Class,4,6,30,AM,6,0,PM
415,79,CF Class,5,5,30,AM,5,0,PM
416,79,CF Class,6,9,0,AM,10,0,AM
417,79,Elements,1,7,0,PM,8,0,PM
418,79,Elements,3,7,0,PM,8,0,PM
419,79,Open Gym,6,9,30,AM,10,30,AM
420,80,GROUP,1,6,0,AM,10,0,AM
421,80,GROUP,1,12,0,PM,1,0,PM
422,80,GROUP,1,5,30,PM,8,30,PM
423,80,GROUP,2,9,0,AM,10,0,AM
424,80,GROUP,2,12,0,PM,1,0,PM
425,80,GROUP,2,5,30,PM,7,30,PM
426,80,GROUP,3,6,0,AM,10,0,AM
427,80,GROUP,3,12,0,PM,1,0,PM
428,80,GROUP,3,5,30,PM,8,30,PM
429,80,GROUP,4,9,0,AM,10,0,AM
430,80,GROUP,4,12,0,PM,1,0,PM
431,80,GROUP,4,5,30,PM,7,0,PM
432,80,GROUP,5,6,0,AM,10,0,AM
433,80,GROUP,5,12,0,PM,1,0,PM
434,80,GROUP,5,5,30,PM,7,30,PM
435,80,GROUP,6,9,0,AM,10,0,AM
436,80,GROUP,6,11,0,AM,12,0,PM
437,80,GROUP,0,9,0,AM,10,0,AM
438,80,Open Gym,0,10,0,AM,11,0,AM
439,80,Open Gym,1,10,0,AM,12,0,PM
440,80,Open Gym,1,4,30,PM,5,30,PM
441,80,Open Gym,2,10,0,AM,12,0,PM
442,80,Open Gym,2,4,30,PM,5,30,PM
443,80,Open Gym,3,10,0,AM,12,0,PM
444,80,Open Gym,3,4,30,PM,5,30,PM
445,80,Open Gym,4,10,0,AM,12,0,PM
446,80,Open Gym,4,4,30,PM,5,30,PM
447,80,Open Gym,5,10,0,AM,12,0,PM
448,80,Open Gym,5,4,30,PM,5,30,PM
449,80,Intro,6,10,0,AM,11,0,AM
450,81,CrossFit Class,1,6,0,AM,9,0,AM
451,81,CrossFit Class,1,12,0,PM,1,0,PM
452,81,CrossFit Class,1,4,30,PM,7,0,PM
453,81,CrossFit 101,1,7,0,PM,8,0,PM
454,81,HyperFit Class**,1,6,30,PM,7,0,PM
455,81,Open Gym,1,2,0,PM,4,0,PM
456,81,Open Gym,1,10,0,AM,12,0,PM
457,81,Open Gym,2,10,0,AM,12,0,PM
458,81,Open Gym,2,2,0,PM,4,0,PM
459,81,HyperFit Class**,2,6,0,AM,7,0,AM
460,81,HyperFit Class**,2,6,30,PM,7,0,PM
461,81,CrossFit Class,2,8,0,AM,9,0,AM
462,81,CrossFit Class,2,4,30,PM,6,0,PM
463,81,CrossFit 101,2,7,0,PM,8,0,PM
464,81,CrossFit Class,3,6,0,AM,9,0,AM
465,81,CrossFit Class,3,12,0,PM,1,0,PM
466,81,CrossFit Class,3,4,30,PM,6,0,PM
467,81,Olympic Lifting Class,3,6,30,PM,7,30,PM
468,81,Open Gym,3,2,0,PM,4,0,PM
469,81,Open Gym,3,10,0,AM,12,0,PM
470,81,Open Gym,4,10,0,AM,12,0,AM
471,81,Open Gym,4,2,0,PM,4,0,PM
472,81,HyperFit Class**,4,6,0,AM,7,0,AM
473,81,HyperFit Class**,4,6,30,PM,7,0,PM
474,81,CrossFit 101,4,7,0,PM,8,0,PM
475,81,CrossFit Class,4,4,30,PM,6,0,PM
476,81,CrossFit Class,4,8,0,AM,9,0,AM
477,81,CrossFit Class,5,6,0,AM,9,0,AM
478,81,CrossFit Class,5,12,0,PM,1,0,PM
479,81,CrossFit Class,5,4,0,PM,7,0,PM
480,81,HyperFit Class**,5,9,0,AM,10,0,AM
481,81,Open Gym,5,10,0,AM,12,0,PM
482,81,Open Gym,5,2,0,PM,4,0,PM
483,81,CrossFit Class,6,7,0,AM,8,0,AM
484,81,CrossFit Class,6,9,0,AM,11,0,AM
485,81,HyperFit Class**,6,8,0,AM,9,0,AM
486,81, Intro to CrossFit**,6,11,0,AM,12,0,PM
487,81,Open Gym,0,9,0,AM,11,0,AM
488,82,Group,1,6,0,AM,8,0,AM
489,82,Group,1,9,0,AM,10,0,AM
491,82,Group,1,12,0,PM,1,0,PM
492,82,Group,1,5,30,PM,7,0,PM
493,82,Group,2,9,0,AM,10,0,AM
494,82,Group,2,12,0,PM,1,0,PM
495,82,Group,2,5,30,PM,7,30,PM
496,82,Group,3,6,0,AM,8,0,AM
497,82,Group,3,9,0,AM,10,0,AM
498,82,Group,3,12,0,PM,1,0,PM
499,82,Group,3,5,30,PM,7,30,PM
500,82,Group,4,9,0,AM,10,0,AM
501,82,Group,4,12,0,PM,1,0,PM
502,82,Group,4,5,30,PM,7,30,PM
503,82,Group,5,6,0,AM,8,0,AM
504,82,Group,5,9,0,AM,10,0,AM
505,82,Group,5,12,0,PM,1,0,PM
506,82,Group,5,5,30,PM,6,30,PM
507,82,Group,6,10,0,AM,11,0,AM
508,82,Group,6,12,0,PM,1,0,PM
509,82,Open Gym,1,8,0,AM,9,0,AM
510,82,Open Gym,1,10,0,AM,12,0,PM
511,82,Open Gym,1,4,0,PM,5,0,PM
512,82,Open Gym,2,10,0,AM,12,0,PM
513,82,Open Gym,2,4,0,PM,5,0,PM
514,82,Open Gym,3,8,0,AM,9,0,AM
515,82,Open Gym,3,10,0,AM,12,0,PM
516,82,Open Gym,3,4,0,PM,5,0,PM
517,82,Open Gym,4,10,0,AM,12,0,PM
518,82,Open Gym,4,4,0,PM,5,0,PM
519,82,Open Gym,5,8,0,AM,9,0,AM
520,82,Open Gym,5,10,0,AM,12,0,PM
521,82,Open Gym,5,4,0,PM,5,0,PM
522,82,On Ramp,2,7,30,PM,8,30,PM
523,82,Intro,3,7,30,PM,8,30,PM
524,82,Intro,6,11,0,AM,12,0,PM
525,82,On Ramp,4,7,30,PM,8,30,PM
526,82,On Ramp,6,1,0,PM,2,0,PM
527,84,CROSSFIT,1,5,0,AM,6,0,AM
528,85,Free Intro Class,6,8,0,AM,10,0,AM
529,85,Open Gym,1,1,0,PM,4,0,PM
530,85,Open Gym,2,1,0,PM,4,0,PM
531,85,Open Gym,3,1,0,PM,4,0,PM
532,85,Open Gym,4,1,0,PM,4,0,PM
533,84,CROSSFIT,1,6,0,AM,7,0,AM
534,85,Open Gym,5,1,0,PM,4,0,PM
535,84,CROSSFIT,1,7,0,AM,8,0,AM
536,85,Fundamentals Classes,1,7,30,PM,8,30,PM
538,84,CROSSFIT,1,8,0,AM,9,0,AM
539,85,Fundamentals Classes,3,7,30,PM,8,30,PM
540,84,CROSSFIT,1,9,0,AM,10,0,AM
541,85,Fundamentals Classes,5,7,30,PM,8,30,PM
542,85,class,1,6,0,AM,6,30,AM
543,84,CROSSFIT,1,4,30,PM,5,30,PM
