Id,Facility_id,Class_name,Dow,Start_hour,Start_minute,Start_am_pm,End_hour,End_minute,End_am_pm
15187,1135,RSVP ,1,6,0,AM,7,0,AM
15188,1135,RSVP,3,6,0,AM,7,0,AM
15189,1135,RSVP,5,6,0,AM,7,0,AM
15190,1135,CrossFit Kids,2,8,0,AM,9,0,AM
15191,1135,CrossFit Kids,4,8,0,AM,9,0,AM
15192,1135,CrossFit Kids,2,3,30,PM,4,30,PM
15193,1135,CrossFit Kids,2,4,30,PM,5,30,PM
15194,1135,CrossFit Kids,4,3,30,PM,4,30,PM
15195,1135,CrossFit Kids,4,4,30,PM,5,30,PM
15196,1135,CrossFit,1,8,0,AM,9,0,AM
15197,1135,CrossFit,1,9,0,AM,10,0,AM
15198,1135,CrossFit,1,5,0,PM,6,0,PM
15199,1135,CrossFit,1,6,0,PM,7,0,PM
15200,1135,CrossFit,1,7,0,PM,8,0,PM
15201,1135,CrossFit,2,8,0,AM,9,0,AM
15202,1135,CrossFit,2,5,0,PM,6,0,PM
15203,1135,CrossFit,2,6,0,PM,7,0,PM
15204,1135,CrossFit,2,7,0,PM,8,0,PM
15205,1135,CrossFit,3,8,0,AM,9,0,AM
15206,1135,CrossFit,3,9,0,AM,10,0,AM
15207,1135,CrossFit,3,5,0,PM,6,0,PM
15208,1135,CrossFit,3,6,0,PM,7,0,PM
15209,1135,CrossFit,3,7,0,PM,8,0,PM
15210,1135,CrossFit,4,8,0,AM,9,0,AM
15211,1135,CrossFit,4,5,0,PM,6,0,PM
15212,1135,CrossFit,4,6,0,PM,7,0,PM
15213,1135,CrossFit,4,7,0,PM,8,0,PM
15214,1135,CrossFit,5,8,0,AM,9,0,AM
15215,1135,CrossFit,5,9,0,AM,10,0,AM
15216,1135,CrossFit,5,5,0,PM,6,0,PM
15217,1135,CrossFit,5,6,0,PM,7,0,PM
15218,1135,CrossFit,5,7,0,PM,8,0,PM
15219,1135,CrossFit,6,9,0,AM,10,0,AM
15220,1136,CrossFit Kids,6,11,15,AM,12,15,PM
15221,1136,CrossFit,6,9,0,AM,10,0,AM
15222,1136,CrossFit - Strength,6,10,0,AM,11,0,AM
15223,1136,CrossFit,1,5,0,AM,6,0,AM
15224,1136,CrossFit,1,6,0,AM,7,0,AM
15225,1136,CrossFit,1,7,30,AM,8,30,AM
15226,1136,CrossFit,1,8,30,AM,9,30,AM
15227,1136,CrossFit - Mobility,4,6,30,PM,7,30,PM
15229,1136,CrossFit,4,6,0,AM,7,0,AM
15230,1136,CrossFit,1,9,30,AM,10,30,AM
15231,1136,CrossFit,1,4,30,PM,5,30,PM
15232,1136,CrossFit,1,5,30,PM,6,30,PM
15233,1136,CrossFit,1,6,30,PM,7,30,PM
15234,1136,CrossFit,2,6,0,AM,7,0,AM
15235,1136,CrossFit,2,7,30,AM,8,30,AM
15236,1136,CrossFit,2,9,0,AM,10,0,AM
15237,1136,CrossFit,2,3,30,PM,4,30,PM
15238,1136,CrossFit,2,4,30,PM,5,30,PM
15239,1136,CrossFit,2,5,30,PM,6,30,PM
15240,1136,CrossFit,2,6,30,PM,7,30,PM
15241,1136,CrossFit,3,5,0,AM,6,0,AM
15242,1136,CrossFit,3,6,0,AM,7,0,AM
15243,1136,CrossFit,3,7,30,AM,8,30,AM
15244,1136,CrossFit,3,8,30,AM,9,30,AM
15245,1136,CrossFit,3,9,30,AM,10,30,AM
15246,1136,CrossFit,3,4,30,PM,5,30,PM
15247,1136,CrossFit,3,5,30,PM,6,30,PM
15248,1136,CrossFit,3,6,30,PM,7,30,PM
15249,1136,CrossFit,4,7,30,AM,8,30,AM
15250,1136,CrossFit,4,9,0,AM,10,0,AM
15251,1136,CrossFit,4,3,30,PM,4,30,PM
15252,1136,CrossFit,4,4,30,PM,5,30,PM
15253,1136,CrossFit,4,5,30,PM,6,30,PM
15254,1136,CrossFit,5,5,0,AM,6,0,AM
15255,1136,CrossFit,5,6,0,AM,7,0,AM
15256,1136,CrossFit,5,7,30,AM,8,30,AM
15257,1136,CrossFit,5,8,30,AM,9,30,AM
15258,1136,CrossFit,5,9,30,AM,10,30,AM
15259,1136,CrossFit,5,4,30,PM,5,30,PM
15260,1136,CrossFit,5,5,30,PM,6,30,PM
15261,1138,CrossFit,1,6,0,AM,7,0,AM
15263,1138,CrossFit,3,6,0,AM,7,0,AM
15265,1138,CrossFit,5,6,0,AM,7,0,AM
15267,1138,CrossFit,2,5,30,PM,6,30,PM
15268,1138,CrossFit,2,6,30,PM,7,30,PM
15269,1138,CrossFit,4,5,30,PM,6,30,PM
15270,1138,CrossFit,4,6,30,PM,7,30,PM
15271,1138,CrossFit,6,9,0,AM,10,0,AM
15272,1138,Beginners,2,12,0,PM,1,0,PM
15273,1138,Beginners,4,12,0,PM,1,0,PM
15274,1138,CrossFit,6,10,0,AM,11,0,AM
15275,1138,Open Gym,2,1,0,PM,2,0,PM
15276,1138,Open Gym,4,1,0,PM,2,0,PM
15281,1139,CrossFit,1,6,0,AM,7,0,AM
15283,1139,CrossFit,1,5,0,PM,6,0,PM
15284,1139,CrossFit,1,6,0,PM,7,0,PM
15285,1139,CrossFit,1,7,0,PM,8,0,PM
15286,1139,CrossFit,2,6,0,AM,7,0,AM
15287,1139,CrossFit,2,11,0,AM,12,0,PM
15288,1139,CrossFit,2,5,0,PM,6,0,PM
15289,1139,CrossFit,2,6,0,PM,7,0,PM
15290,1139,CrossFit,2,7,0,PM,8,0,PM
15291,1139,CrossFit,3,6,0,AM,7,0,AM
15292,1139,CrossFit,3,5,0,PM,6,0,PM
15293,1139,CrossFit,3,6,0,PM,7,0,PM
15294,1139,CrossFit,3,7,0,PM,8,0,PM
15295,1139,CrossFit,4,6,0,AM,7,0,AM
15296,1139,CrossFit,4,11,0,AM,12,0,PM
15297,1139,CrossFit,4,5,0,PM,6,0,PM
15298,1139,CrossFit,4,6,0,PM,7,0,PM
15299,1139,CrossFit,4,7,0,PM,8,0,PM
15300,1139,CrossFit,5,6,0,AM,7,0,AM
15301,1139,CrossFit,5,12,0,PM,1,0,PM
15302,1139,CrossFit,5,5,0,PM,6,0,PM
15303,1139,CrossFit,5,6,0,PM,7,0,PM
15304,1139,CrossFit,6,9,0,AM,10,0,AM
15305,1139,CrossFit,6,10,0,AM,11,0,AM
15306,1140,Crossfit,1,6,0,AM,7,0,AM
15307,1140,Crossfit,3,6,0,AM,7,0,AM
15308,1140,Crossfit,5,6,0,AM,7,0,AM
15309,1140,BJJ,2,6,0,AM,7,0,AM
15310,1140,BJJ,4,6,0,AM,7,0,AM
15311,1140,Crossfit Supermoms,1,9,0,AM,10,0,AM
15312,1140,Crossfit Supermoms,2,9,0,AM,10,0,AM
15313,1140,Crossfit Supermoms,3,9,0,AM,10,0,AM
15314,1140,Crossfit Supermoms,4,9,0,AM,10,0,AM
15315,1140,Crossfit Supermoms,5,9,0,AM,10,0,AM
15316,1140,Open Gym,1,10,0,AM,11,0,AM
15317,1140,Open Gym,2,10,0,AM,11,0,AM
15318,1140,Open Gym,3,10,0,AM,11,0,AM
15319,1140,Open Gym,4,10,0,AM,11,0,AM
15320,1140,Open Gym,5,10,0,AM,11,0,AM
15321,1140,Open Gym,1,11,0,AM,12,0,PM
15322,1140,Open Gym,2,11,0,AM,12,0,PM
15323,1140,Open Gym,3,11,0,AM,12,0,PM
15324,1140,Open Gym,4,11,0,AM,12,0,PM
15325,1140,Open Gym,5,11,0,AM,12,0,PM
15326,1140,Crossfit,1,12,0,PM,1,0,PM
15327,1140,Crossfit,2,12,0,PM,1,0,PM
15328,1140,Crossfit,3,12,0,PM,1,0,PM
15329,1140,Crossfit,4,12,0,PM,1,0,PM
15330,1140,Crossfit,5,12,0,PM,1,0,PM
15331,1140,Open Gym,1,3,0,PM,4,0,PM
15332,1140,Open Gym,2,3,0,PM,4,0,PM
15333,1140,Open Gym,3,3,0,PM,4,0,PM
15334,1140,Open Gym,4,3,0,PM,4,0,PM
15335,1140,Open Gym,5,3,0,PM,4,0,PM
15336,1140,Heavy Bag Work,1,4,0,PM,5,0,PM
15337,1140,Heavy Bag Work,3,4,0,PM,5,0,PM
15338,1140,Heavy Bag Work,5,4,0,PM,5,0,PM
15339,1140,Crossfit,1,4,30,PM,5,30,PM
15340,1140,Crossfit,2,4,30,PM,5,30,PM
15341,1140,Crossfit,3,4,30,PM,5,30,PM
15342,1140,Crossfit,4,4,30,PM,5,30,PM
15353,1140,Crossfit,5,4,30,PM,5,30,PM
15354,1140,Crossfit,1,5,30,PM,6,30,PM
15355,1140,Crossfit,2,5,30,PM,6,30,PM
15356,1140,Crossfit,3,5,30,PM,6,30,PM
15357,1140,Crossfit,4,4,30,PM,5,30,PM
15358,1140,Crossfit,5,5,30,PM,6,30,PM
15359,1145,schedule,1,6,0,AM,7,0,AM
15360,1145,schedule,2,6,0,AM,7,0,AM
15361,1145,schedule,3,6,0,AM,7,0,AM
15362,1145,schedule,4,6,0,AM,7,0,AM
15363,1145,schedule,5,6,0,AM,7,0,AM
15364,1145,schedule,1,8,0,AM,9,0,AM
15365,1145,schedule,2,8,0,AM,9,0,AM
15366,1145,schedule,3,8,0,AM,9,0,AM
15367,1145,schedule,4,8,0,AM,9,0,AM
15368,1145,schedule,5,8,0,AM,9,0,AM
15369,1145,schedule,1,10,0,AM,11,0,AM
15370,1145,schedule,2,10,0,AM,11,0,AM
15371,1145,schedule,3,10,0,AM,11,0,AM
15372,1145,schedule,4,10,0,AM,11,0,AM
15373,1145,schedule,5,10,0,AM,11,0,AM
15374,1145,schedule,1,4,0,PM,5,0,PM
15375,1145,schedule,2,4,0,PM,5,0,PM
15376,1145,schedule,3,4,0,PM,5,0,PM
15377,1145,schedule,4,4,0,PM,5,0,PM
15378,1145,schedule,5,4,0,PM,5,0,PM
15379,1145,schedule,1,5,0,PM,6,0,PM
15380,1145,schedule,2,5,0,PM,6,0,PM
15381,1145,schedule,3,5,0,PM,6,0,PM
15382,1145,schedule,4,5,0,PM,6,0,PM
15383,1145,schedule,5,5,0,PM,6,0,PM
15384,1145,schedule,1,6,0,PM,7,0,PM
15385,1145,schedule,2,6,0,PM,7,0,PM
15386,1145,schedule,3,6,0,PM,7,0,PM
15387,1145,schedule,4,6,0,PM,7,0,PM
15388,1145,schedule,5,6,0,PM,7,0,PM
15389,1145,schedule,1,7,0,PM,8,0,PM
15390,1145,schedule,2,7,0,PM,8,0,PM
15391,1145,schedule,3,7,0,PM,8,0,PM
15392,1145,schedule,4,7,0,PM,8,0,PM
15393,1145,schedule,5,7,0,PM,8,0,PM
15394,1145, Open Gym,6,10,0,AM,1,0,PM
15395,1145, Open Gym,0,1,0,PM,3,0,PM
15396,1150,SCHEDULE,1,5,15,PM,6,15,PM
15397,1150,SCHEDULE,1,6,0,AM,7,0,AM
15398,1150,SCHEDULE,1,5,30,PM,6,30,PM
15399,1150,SCHEDULE,1,6,30,PM,7,30,PM
15400,1150,SCHEDULE,2,5,15,AM,6,15,AM
15401,1150,SCHEDULE,2,6,0,AM,7,0,AM
15402,1150,kids,2,4,30,PM,5,30,PM
15403,1150,SCHEDULE,2,5,30,PM,6,30,PM
15404,1150,SCHEDULE,2,6,30,PM,7,30,PM
15405,1150,SCHEDULE,2,7,30,PM,8,30,PM
15406,1150,SCHEDULE,3,5,15,AM,6,15,AM
15407,1150,SCHEDULE,3,5,30,PM,6,30,PM
15408,1150,SCHEDULE,3,6,30,PM,7,30,PM
15409,1150,SCHEDULE,4,5,15,AM,6,15,AM
15410,1150,SCHEDULE,4,6,0,AM,7,0,AM
15411,1150,kids,4,4,30,PM,5,30,PM
15412,1150,SCHEDULE,4,5,30,PM,6,30,PM
15413,1150,SCHEDULE,4,6,30,PM,7,30,PM
15414,1150,SCHEDULE,4,7,30,PM,8,30,PM
15415,1150,SCHEDULE,5,5,15,AM,6,15,AM
15416,1150,SCHEDULE,5,6,0,AM,7,0,AM
15417,1150,SCHEDULE,5,6,0,PM,7,0,PM
15418,1150,CF101,6,8,0,AM,9,0,AM
15419,1150,Open Gym,6,10,0,AM,11,0,AM
15420,1154,WOD,1,6,30,AM,7,30,AM
15421,1154,WOD,2,6,30,AM,7,30,AM
15422,1154,WOD,4,6,30,AM,7,30,AM
15423,1154,WOD,2,7,15,AM,8,15,AM
15424,1154,WOD,4,7,15,AM,8,15,AM
15425,1154,Open Gym,6,8,30,AM,9,30,AM
15426,1154,Open Gym,6,9,30,AM,10,30,AM
15427,1154,Open Gym,6,10,0,AM,11,0,AM
15428,1154,Open Gym,6,10,30,AM,11,30,AM
15429,1154,WOD,1,12,0,PM,1,0,PM
15430,1154,WOD,2,12,0,PM,1,0,PM
15431,1154,WOD,3,12,0,PM,1,0,PM
15432,1154,WOD,4,12,0,PM,1,0,PM
15433,1154,WOD,5,12,0,PM,1,0,PM
15434,1154,WOD,1,4,30,PM,5,30,PM
15435,1154,WOD,2,4,30,PM,5,30,PM
15436,1155,WOD ,1,5,0,AM,6,0,AM
15437,1155,WOD,1,6,0,AM,7,0,AM
15438,1155,WOD,1,7,0,AM,8,0,AM
15439,1154,WOD,3,4,30,PM,5,30,PM
15440,1155,WOD ,1,9,0,AM,10,0,AM
15441,1154,WOD,4,4,30,PM,5,30,PM
15442,1155,WOD,1,10,0,AM,11,0,AM
15443,1155,WOD ,1,11,0,AM,12,0,PM
15444,1154,WOD,5,4,30,PM,5,30,PM
15445,1155,WOD ,1,12,0,PM,1,0,PM
15446,1155,WOD ,1,1,0,PM,2,0,PM
15447,1154,WOD,1,5,15,PM,6,15,PM
15448,1155,WOD,1,4,0,PM,5,0,PM
15449,1155,WOD ,1,5,0,PM,6,0,PM
15450,1155,WOD,1,6,0,PM,7,0,PM
15451,1155,WOD,1,7,0,PM,8,0,PM
15452,1154,WOD,2,5,15,PM,6,0,PM
15453,1154,WOD,3,5,15,PM,6,15,PM
15454,1154,WOD,3,5,15,PM,6,15,PM
15456,1154,WOD,4,5,15,PM,6,15,PM
15457,1155,WOD ,2,6,0,AM,7,0,AM
15459,1155,WOD,2,7,0,AM,8,0,AM
15460,1155,WOD ,2,9,0,AM,10,0,AM
15461,1155,WOD ,2,10,0,AM,11,0,AM
15462,1155,WOD ,2,11,0,AM,12,0,PM
15463,1154,WOD,5,5,30,PM,6,30,PM
15464,1155,WOD ,2,12,0,PM,1,0,PM
15466,1154,WOD,1,6,0,PM,7,0,PM
15467,1155,WOD,2,1,0,PM,2,0,PM
15468,1155,WOD,2,3,0,PM,4,0,PM
15469,1154,WOD,2,6,15,PM,7,15,PM
15470,1155,WOD,2,4,0,PM,5,0,PM
15471,1155,WOD,2,5,0,PM,6,0,PM
15472,1154,WOD,3,6,15,PM,7,15,PM
15473,1155, Self Defense,2,6,0,PM,7,0,PM
15474,1154,WOD,4,6,15,PM,7,15,PM
15475,1155,WOD,2,7,0,PM,8,0,PM
15476,1155,WOD,2,5,0,AM,6,0,AM
15477,1154,WOD,5,6,45,PM,7,45,PM
15478,1155,WOD,3,5,0,AM,6,0,AM
15479,1154,New Member Orientation (every other Tuesday),2,6,30,PM,7,30,PM
15480,1155,WOD,3,6,0,AM,7,0,AM
15481,1155,WOD,3,7,0,AM,8,0,AM
15482,1155,WOD,3,9,0,AM,10,0,AM
15483,1155,WOD,3,10,0,AM,11,0,AM
15484,1155,WOD,3,11,0,AM,12,0,PM
15485,1155,WOD,3,12,0,PM,1,0,PM
15486,1155,WOD,3,1,0,PM,2,0,PM
15487,1155,WOD,3,4,0,PM,5,0,PM
15488,1155,WOD,3,5,0,PM,6,0,PM
15489,1155,WOD,3,6,0,PM,7,0,PM
15490,1155,WOD,3,7,0,PM,8,0,PM
15491,1155,WOD,4,5,0,AM,6,0,AM
15492,1155,WOD,4,6,0,AM,7,0,AM
15494,1155,WOD,4,9,0,AM,10,0,AM
15495,1155,WOD ,4,10,0,AM,11,0,AM
15496,1155,WOD,4,11,0,AM,12,0,PM
15497,1155,WOD ,4,12,0,PM,1,0,PM
15498,1155,WOD,4,1,0,PM,2,0,PM
15499,1155,WOD,4,3,0,PM,4,0,PM
15500,1155,WOD,4,4,0,PM,5,0,PM
15501,1155,WOD,4,5,0,PM,6,0,PM
15502,1155,Self Defense,4,6,0,PM,7,0,PM
15503,1155,WOD,4,7,0,PM,8,0,PM
15506,1155,WOD,4,7,0,AM,8,0,AM
15507,1155,WOD,5,5,0,AM,6,0,AM
15508,1155,WOD,5,6,0,AM,7,0,AM
15509,1155,WOD,5,7,0,AM,8,0,AM
15510,1155,WOD,5,9,0,AM,10,0,AM
15511,1155,WOD,5,10,0,AM,11,0,AM
15512,1155,WOD,5,11,0,AM,12,0,PM
15513,1155,WOD,5,12,0,PM,1,0,PM
15514,1155,WOD,5,1,0,PM,2,0,PM
15515,1155,WOD,5,3,0,PM,4,0,PM
15517,1155,WOD,5,4,0,PM,5,0,PM
15518,1155,WOD,5,5,0,PM,6,0,PM
15519,1155, Team WOD,6,9,0,AM,10,0,AM
15520,1155,Open Gym,6,10,0,AM,11,0,AM
15521,1156,WOD,1,5,30,AM,6,30,AM
15522,1156,WOD,1,6,30,AM,7,30,AM
15523,1156,WOD,1,7,30,AM,8,30,AM
15524,1156,	Moms,1,9,0,AM,10,0,AM
15525,1156,WOD,1,11,30,AM,12,30,PM
15526,1156,WOD,1,12,30,PM,1,0,PM
15527,1156,Open Gym,1,1,30,PM,2,30,PM
15528,1156,WOD,1,4,0,PM,5,0,PM
15529,1156,WOD,1,4,0,PM,5,0,PM
15530,1156,Hot Dogs & Cup Cakes,1,5,0,PM,6,0,PM
15531,1156,WOD,1,5,0,PM,6,0,PM
15532,1156,CrossFit Skilz,1,6,0,PM,7,0,PM
15533,1156,WOD,1,6,0,PM,7,0,PM
15534,1156,Foundations Program,1,7,0,PM,8,0,PM
15535,1156,	WOD,1,7,0,PM,8,0,PM
15536,1156,Open Gym,1,8,0,PM,9,0,PM
15537,1156,	WOD,2,5,30,AM,6,30,AM
15538,1156,	WOD,2,6,30,AM,7,30,AM
15539,1156,	WOD,2,7,30,AM,8,30,AM
15540,1156,Moms,2,9,0,AM,10,0,AM
15541,1156,WOD,2,11,30,AM,12,30,PM
15542,1156,WOD,2,12,30,PM,1,0,PM
15543,1156,Open Gym,2,1,30,PM,2,30,PM
15544,1156,WOD,2,4,0,PM,5,0,PM
15545,1156,WOD,2,5,0,PM,6,0,PM
15546,1156,CrossFit Skilz,2,6,0,PM,7,0,PM
15547,1156,WOD,2,6,0,PM,7,0,PM
15548,1156,Foundations Program,2,7,0,PM,8,0,PM
15549,1156,Foundations Program,2,7,0,PM,8,0,PM
15550,1156,Foundations Program,2,7,0,PM,8,0,PM
15551,1156,Foundations Program,2,7,0,PM,8,0,PM
15552,1156,Foundations Program,2,7,0,PM,8,0,PM
15553,1156,Foundations Program,2,7,0,PM,8,0,PM
15554,1156,WOD,2,7,0,PM,8,0,PM
15555,1156,Olympic Lifting,3,5,30,AM,6,30,AM
15558,1156,WOD,3,7,30,AM,8,30,AM
15559,1156,WOD,3,11,30,AM,12,30,PM
15560,1156,WOD,3,12,30,PM,1,30,PM
15561,1156,Open Gym,3,1,30,PM,2,30,PM
15562,1156,WOD,3,4,0,PM,5,0,PM
15563,1156,Olympic Lifting,3,5,0,PM,6,0,PM
15564,1156,WOD,3,5,0,PM,6,0,PM
15565,1156,CrossFit Skilz,3,6,0,PM,7,0,PM
15566,1156,WOD,3,6,0,PM,7,0,PM
15567,1156,Foundations Program,3,7,0,PM,8,0,PM
15568,1156,WOD,3,7,0,PM,8,0,PM
15569,1156,Open Gym,3,8,0,PM,9,0,PM
15570,1156,Open Gym,3,8,0,PM,9,0,PM
15571,1156,WOD,3,5,30,AM,6,30,AM
15574,1156,WOD,3,6,30,AM,7,30,AM
15575,1156,WOD,4,5,30,AM,6,30,AM
15576,1156,Endurance - Running,4,6,30,AM,7,30,AM
15577,1156,WOD,4,6,0,AM,7,30,AM
15578,1156,WOD,4,7,30,AM,8,30,AM
15579,1156,Moms,4,9,0,AM,10,0,AM
15580,1156,WOD,4,11,30,AM,12,30,PM
15581,1157,Schedule,1,6,30,AM,7,30,AM
15582,1157,Schedule,2,6,30,AM,7,30,AM
15583,1157,Schedule,3,6,30,AM,7,30,AM
15584,1157,Schedule,4,6,30,AM,7,30,AM
15585,1157,Schedule,5,6,30,AM,7,30,AM
15586,1157,Schedule,1,11,0,AM,12,0,PM
15587,1157,Schedule,2,11,0,AM,12,0,PM
15588,1157,Schedule,3,11,0,AM,12,0,PM
15589,1157,Schedule,4,11,0,AM,12,0,PM
15590,1157,Schedule,5,11,0,AM,12,0,PM
15591,1157,Schedule,1,11,30,AM,12,30,PM
15592,1157,Schedule,2,11,30,AM,12,30,PM
15593,1157,Schedule,3,11,30,AM,12,30,PM
15594,1157,Schedule,4,11,30,AM,12,30,PM
15595,1157,Schedule,5,11,30,AM,12,30,PM
15596,1157,Schedule,1,12,30,PM,1,30,PM
15597,1157,Schedule,2,12,30,PM,1,30,PM
15598,1158,CrossFit,1,5,30,AM,7,0,PM
15599,1158,Spinning,1,7,30,PM,8,30,PM
15600,1157,Schedule,3,12,30,PM,1,30,PM
15601,1158,CrossFit,2,6,0,AM,7,0,PM
15602,1158,OPEN GYM (Coach Supervised),2,7,0,PM,8,0,PM
15603,1157,Schedule,4,12,30,PM,1,30,PM
15604,1158,CrossFit,3,5,30,AM,7,0,PM
15605,1157,Schedule,5,12,30,PM,1,30,PM
15606,1158,REP-X,3,7,30,PM,8,30,PM
15607,1158,CrossFit,4,6,0,AM,7,0,PM
15608,1157,Schedule,1,4,30,PM,5,30,PM
15609,1158,OPEN GYM (Coach Supervised),4,7,0,PM,8,0,PM
15610,1157,Schedule,2,4,30,PM,5,30,PM
15611,1158,CrossFit,5,5,30,AM,6,45,PM
15612,1158,CrossFit,6,7,0,AM,8,0,AM
15613,1158,BEACH Boot Camp,6,8,0,AM,9,0,AM
15614,1157,Schedule,3,4,30,PM,5,30,PM
15615,1158,Spinning,6,8,0,AM,9,0,AM
15616,1158,REP-X,6,9,0,AM,9,45,AM
15617,1158,BeachFit Moms COMPLETE,6,10,0,AM,11,0,AM
15618,1158,CrossFit,6,10,0,AM,11,0,AM
15619,1158,BodyRock Workout,0,9,0,AM,10,0,AM
15620,1158,OPEN GYM (Coach Supervised),0,10,0,AM,11,0,AM
15621,1157,Schedule,4,4,30,PM,5,30,PM
15623,1159,WOD ,1,5,30,AM,8,30,PM
15624,1159,WOD ,2,5,30,AM,8,30,PM
15625,1159,WOD ,3,5,30,AM,8,30,PM
15626,1159,WOD ,4,5,30,AM,8,30,PM
15627,1159,WOD ,5,5,30,AM,6,30,PM
15628,1159,Saturday TEAM WOD,6,9,30,AM,10,30,AM
15629,1159,Yoga For CrossFitters,0,10,0,AM,11,0,AM
15630,1161,All Levels,1,5,30,AM,1,0,PM
15631,1161,All Levels,2,5,30,AM,1,0,PM
15632,1161,All Levels,3,5,30,AM,1,0,PM
15633,1161,All Levels,4,5,30,AM,1,0,PM
15634,1161,All Levels,5,5,30,AM,1,0,PM
15635,1161,Beg/Int/Adv,1,4,30,PM,8,30,PM
15636,1161,Beg/Int/Adv,2,4,30,PM,8,30,PM
15637,1161,Beg/Int/Adv,3,4,30,PM,8,30,PM
15638,1161,Beg/Int/Adv,4,4,30,PM,8,30,PM
15639,1161,Beg/Int/Adv,5,4,30,PM,8,30,PM
15640,1161,Beginner,6,9,0,AM,10,0,AM
15641,1161,Int/Adv,6,10,0,AM,11,0,AM
15642,1162,CrossFit,1,5,30,AM,8,30,PM
15643,1162,CrossFit,2,5,30,AM,8,30,PM
15644,1162,CrossFit,3,5,30,AM,8,30,PM
15645,1162,CrossFit,4,5,30,AM,8,30,PM
15646,1162,CrossFit,5,5,30,AM,7,30,PM
15647,1162,CrossFit,6,8,0,AM,11,0,AM
15648,1163,CrossFit Intersect,1,5,30,AM,8,0,PM
15649,1163,Barbell Club,1,8,0,PM,9,0,PM
15650,1163,CrossFit Intersect,2,5,30,AM,8,0,PM
15651,1163,CrossFit Intersect,3,5,30,AM,8,0,PM
15652,1163,Barbell Club,3,8,0,PM,9,0,PM
15653,1163,CrossFit Intersect,4,5,30,AM,8,0,PM
15654,1163,CrossFit Intersect,5,5,30,AM,8,0,PM
15655,1163,Barbell Club,5,7,0,PM,8,0,PM
15656,1163,CrossFit Intersect,6,9,0,AM,11,0,AM
15657,1164,Members Only,1,5,30,AM,8,0,PM
15658,1164,Members Only,2,5,30,AM,8,0,PM
15659,1164,Members Only,3,5,30,AM,8,0,PM
15660,1164,Members Only,4,5,30,AM,8,0,PM
15661,1164,Members Only,5,5,30,PM,7,30,PM
15662,1164,Members Only,6,9,0,AM,10,0,AM
15663,1164,CF Endurance,6,7,15,AM,8,15,AM
15664,1164,Weeekend Warriors Fundamentals,6,10,0,AM,11,0,AM
15665,1164,Fundamentals ,1,7,0,PM,8,0,PM
15666,1164,Fundamentals ,2,7,0,PM,8,0,PM
15667,1164,Fundamentals ,3,7,0,PM,8,0,PM
15668,1164,Fundamentals ,4,7,0,PM,8,0,PM
15669,1157,Schedule,5,4,30,PM,5,30,PM
15670,1157,Schedule,1,5,30,PM,6,30,PM
15671,1156,WOD,4,12,30,PM,1,30,PM
15672,1157,Schedule,2,5,30,PM,6,0,PM
15673,1157,Schedule,3,5,30,PM,6,30,PM
15674,1157,Schedule,4,5,30,PM,6,30,PM
15675,1157,Schedule,4,5,30,PM,6,30,PM
15676,1157,Schedule,5,5,30,PM,6,30,PM
15677,1165,WOD,1,5,0,AM,8,30,PM
15678,1156,Open Gym,4,1,30,PM,4,0,PM
15679,1165,WOD,2,5,0,AM,8,0,PM
15680,1165,WOD,3,5,0,AM,8,30,PM
15681,1156,WOD,4,4,0,PM,5,0,PM
15682,1165,1 on 1,4,9,0,AM,5,30,PM
15683,1165,OPEN GYM,4,7,0,PM,8,0,PM
15684,1165,Yoga,4,7,30,PM,8,30,PM
15685,1165,WOD,5,5,0,AM,6,30,PM
15686,1165,sunday funday WOD,0,9,0,AM,10,0,AM
15687,1165,Olympic Lifting Class,0,10,0,AM,11,0,AM
15688,1156,Open Gym,4,1,30,PM,2,30,PM
15689,1166,CrossFit All Levels,1,5,30,AM,9,0,PM
15690,1156,WOD,4,5,0,PM,6,0,PM
15691,1156,WOD,4,5,0,PM,6,0,PM
15692,1166,CrossFit All Levels,2,5,30,AM,9,0,PM
15693,1166,CrossFit All Levels,3,5,30,AM,9,0,PM
15694,1156,Hot Dogs & Cup Cakes,4,5,0,PM,6,0,PM
15695,1166,CrossFit All Levels,4,5,30,AM,9,0,PM
15696,1166,CrossFit All Levels,5,5,30,AM,9,0,PM
15697,1166,Olympic Lifting,6,9,0,AM,10,0,AM
15698,1166,CrossFit All Levels,6,11,0,AM,12,0,PM
15699,1156,WOD,4,5,0,PM,6,0,PM
15700,1166,Open Gym,6,12,0,PM,1,0,PM
15701,1156,CrossFit Skilz,4,6,0,PM,7,0,PM
15702,1156,WOD,4,6,0,PM,7,0,PM
15703,1156,Foundations Program,4,7,0,PM,8,0,PM
15704,1156,WOD,4,7,0,PM,8,0,PM
15705,1156,Olympic Lifting,5,5,30,AM,6,30,AM
15706,1156,WOD,5,5,30,AM,6,0,AM
15707,1156,WOD,5,6,30,AM,7,30,AM
15708,1156,WOD,5,7,30,AM,8,30,AM
15709,1156,Moms,5,9,0,AM,10,0,AM
15710,1156,Olympic Lifting,5,10,0,AM,11,0,AM
15711,1168,CrossFit All Levels,1,5,45,AM,8,30,PM
15712,1168,CrossFit All Levels,2,5,45,AM,8,30,PM
15713,1168,CrossFit All Levels,3,5,45,AM,8,30,PM
15714,1167,WOD,1,5,30,AM,6,30,AM
15715,1156,WOD,5,11,30,AM,12,30,PM
15716,1168,CrossFit All Levels,4,5,45,AM,8,30,PM
